sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
BGG_KOSDC	NODE_830_length_44511_cov_34.1	13859	family	Polyangiaceae	30	27	19	0.72	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_KOSDC	NODE_1699_length_31029_cov_12.0	6914	genus	12-FULL-67-14b	28	27	19	0.73	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_12-FULL-67-14b
BGG_KOSDC	NODE_2613_length_25167_cov_37.4	184	family	Rhizobiaceae	39	36	30	0.81	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae
BGG_KOSDC	NODE_35164_length_6529_cov_7.3	153	family	Propionibacteriaceae	9	8	6	0.72	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Propionibacteriaceae
BGG_KOSDC	NODE_40118_length_6094_cov_11.5	2	superkingdom	Bacteria	3	2	2	1.0	d_Bacteria
BGG_KOSDC	NODE_43941_length_5814_cov_30.4	20170	genus	Sphingomicrobium	9	9	6	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomicrobium
BGG_KOSDC	NODE_50464_length_5412_cov_9.1	183	order	Rhizobiales	8	8	3	0.58	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_KOSDC	NODE_55392_length_5157_cov_20.7	31740	genus	Chryseolinea	8	8	6	0.72	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Cytophagales;f_Cyclobacteriaceae;g_Chryseolinea
BGG_KOSDC	NODE_60576_length_4919_cov_12.6	24	class	Actinomycetia	7	6	6	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_KOSDC	NODE_67272_length_4659_cov_7.7	657	genus	Geothrix	1	1	1	1.0	d_Bacteria;p_Acidobacteriota;c_Holophagae;o_Holophagales;f_Holophagaceae;g_Geothrix
BGG_KOSDC	NODE_73361_length_4456_cov_13.1	62429	species	JACCTH01 sp013812505	5	5	3	0.6	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_UBA5794;f_ZC4RG35;g_JACCTH01;s_JACCTH01 sp013812505
BGG_KOSDC	NODE_79076_length_4286_cov_9.5	77	class	Alphaproteobacteria	7	5	4	0.99	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria
BGG_KOSDC	NODE_88777_length_4040_cov_7.8	51383	species	Nannocystis sp013812955	5	5	5	1.0	d_Bacteria;p_Myxococcota;c_Polyangia;o_Nannocystales;f_Nannocystaceae;g_Nannocystis;s_Nannocystis sp013812955
BGG_QOSDA	NODE_2183_length_50615_cov_23.5	3855	family	Anaerolineaceae	45	41	21	0.58	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_Anaerolineaceae
BGG_QOSDA	NODE_3340_length_37277_cov_18.8	18946	genus	Mobilitalea	38	35	28	0.89	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lachnospirales;f_Lachnospiraceae;g_Mobilitalea
BGG_QOSDA	NODE_5038_length_26887_cov_26.4	6493	order	Sedimentisphaerales	15	12	7	0.58	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales
BGG_QOSDA	NODE_6554_length_21748_cov_59.6	80299	species	LD21 sp016718875	24	24	13	0.55	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21;s_LD21 sp016718875
BGG_QOSDA	NODE_8339_length_17775_cov_37.0	2	superkingdom	Bacteria	12	11	6	0.5	d_Bacteria
BGG_QOSDA	NODE_10566_length_14657_cov_18.7	15282	genus	Hyphomicrobium A	21	21	18	0.99	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium A
BGG_QOSDA	NODE_14529_length_11379_cov_10.1	25130	family	UBA5829	11	11	7	0.7	d_Bacteria;p_Armatimonadota;c_UBA5829;o_UBA5829;f_UBA5829
BGG_QOSDA	NODE_18398_length_9473_cov_12.1	25	order	Mycobacteriales	11	11	6	0.7	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales
BGG_QOSDA	NODE_22280_length_8175_cov_14.2	25128	class	UBA5829	7	5	3	0.75	d_Bacteria;p_Armatimonadota;c_UBA5829
BGG_QOSDA	NODE_27239_length_6995_cov_59.2	4497	species	LD21 sp001768195	8	8	6	0.72	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21;s_LD21 sp001768195
BGG_QOSDA	NODE_73131_length_3464_cov_20.9	84061	genus	Nitrosocosmicus	6	6	6	1.0	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_Nitrosocosmicus
BGG_QOSDA	NODE_86369_length_3094_cov_12.8	1825	family	Cellulomonadaceae	4	3	2	0.52	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Cellulomonadaceae
BGG_KOSDC	NODE_170_length_97108_cov_27.8	10241	genus	SYFT01	82	77	49	0.68	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_SCN-69-37;g_SYFT01
BGG_KOSDC	NODE_581_length_53258_cov_18.9	321	family	Micrococcaceae	72	65	54	0.87	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Micrococcaceae
BGG_KOSDC	NODE_1134_length_38554_cov_36.6	41776	genus	AWTP1-13	50	39	22	0.7	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_AWTP1-13
BGG_KOSDC	NODE_2020_length_28681_cov_12.4	24	class	Actinomycetia	29	26	21	0.82	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_KOSDC	NODE_2922_length_23746_cov_10.7	12452	genus	Agromyces	37	36	23	0.74	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Actinomycetales;f_Microbacteriaceae;g_Agromyces
BGG_KOSDC	NODE_3814_length_20824_cov_12.8	2	superkingdom	Bacteria	17	16	16	1.0	d_Bacteria
BGG_KOSDC	NODE_4994_length_18115_cov_8.3	2	superkingdom	Bacteria	12	11	9	0.78	d_Bacteria
BGG_KOSDC	NODE_6877_length_15378_cov_14.1	6236	family	Gaiellaceae	18	16	11	0.7	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae
BGG_MOSDA	NODE_126546_length_3483_cov_9.2	51075	species	LB-PLM-3 sp003389325	5	4	2	0.66	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_PALSA-1355;g_LB-PLM-3;s_LB-PLM-3 sp003389325
BGG_MOSDA	NODE_138196_length_3311_cov_7.4	20170	genus	Sphingomicrobium	4	4	3	0.75	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae;g_Sphingomicrobium
BGG_MOSDA	NODE_153109_length_3123_cov_9.3	183	order	Rhizobiales	4	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_ROSDA	NODE_21_length_293147_cov_110.3	13859	family	Polyangiaceae	237	219	121	0.57	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_ROSDA	NODE_374_length_86785_cov_109.0	13859	family	Polyangiaceae	43	36	20	0.58	d_Bacteria;p_Myxococcota;c_Polyangia;o_Polyangiales;f_Polyangiaceae
BGG_ROSDA	NODE_1011_length_53526_cov_40.3	183	order	Rhizobiales	38	37	24	0.68	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_ROSDA	NODE_1833_length_38086_cov_75.5	47635	species	Methyloceanibacter sp016869535	53	52	30	0.71	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter;s_Methyloceanibacter sp016869535
BGG_ROSDA	NODE_3320_length_26263_cov_20.9	15179	family	Hyphomicrobiaceae	25	25	15	0.68	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
BGG_ROSDA	NODE_5229_length_19526_cov_16.1	3489	genus	Clostridium AD	29	29	15	0.59	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AD
BGG_ROSDA	NODE_7694_length_15127_cov_16.2	25006	family	SM23-33	10	10	5	0.55	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_SM23-33;f_SM23-33
BGG_KOSDC	NODE_116654_length_3509_cov_77.0	2880	genus	Palsa-1315	15	14	11	0.72	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae;g_Palsa-1315
BGG_KOSDC	NODE_127805_length_3347_cov_13.4	477	family	Sphingomonadaceae	8	8	5	0.98	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Sphingomonadales;f_Sphingomonadaceae
BGG_KOSDC	NODE_136828_length_3233_cov_8.4	17275	genus	VBCG01	5	5	2	0.66	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae;g_VBCG01
BGG_KOSDC	NODE_146184_length_3128_cov_24.1	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
BGG_MOSDA	NODE_28_length_151703_cov_29.4	38989	species	CF-167 sp013816405	161	158	106	0.74	d_Bacteria;p_Chloroflexota;c_Limnocylindria;o_QHBO01;f_QHBO01;g_CF-167;s_CF-167 sp013816405
BGG_MOSDA	NODE_418_length_58145_cov_16.0	1072	class	Acidimicrobiia	64	62	31	0.52	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia
BGG_MOSDA	NODE_1083_length_40846_cov_15.0	29869	genus	Lacipirellula	36	34	28	0.89	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Lacipirellulaceae;g_Lacipirellula
BGG_MOSDA	NODE_1745_length_32932_cov_32.7	2924	family	Nocardioidaceae	51	49	25	0.6	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Propionibacteriales;f_Nocardioidaceae
BGG_MOSDA	NODE_2796_length_26378_cov_12.7	27	genus	Mycobacterium	31	31	28	0.89	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
BGG_MOSDA	NODE_4057_length_22104_cov_26.4	6730	genus	Nitrosospira	23	23	19	0.83	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Nitrosomonadaceae;g_Nitrosospira
BGG_POSDC	NODE_42810_length_6704_cov_57.6	6646	genus	Lautropia	7	7	5	0.71	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Lautropia
BGG_POSDC	NODE_48083_length_6292_cov_10.6	2	superkingdom	Bacteria	3	2	2	1.0	d_Bacteria
BGG_POSDC	NODE_52267_length_6010_cov_79.3	950	order	Solirubrobacterales	8	8	5	0.66	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales
BGG_POSDC	NODE_57512_length_5706_cov_8.5	1	no rank	root	1	1	1	1.0	-_root
BGG_POSDC	NODE_62661_length_5438_cov_61.9	183	order	Rhizobiales	7	7	6	0.84	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_POSDC	NODE_69622_length_5130_cov_11.1	29886	species	HGW-15 sp002840535	2	2	1	0.5	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_HGW-15;s_HGW-15 sp002840535
BGG_POSDC	NODE_78948_length_4782_cov_8.8	24	class	Actinomycetia	6	6	4	0.61	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_POSDC	NODE_87828_length_4506_cov_28.6	50965	species	JACDDX01 sp013813435	7	7	5	0.82	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_POSDC	NODE_95651_length_4292_cov_7.2	1996	family	SG8-41	10	10	4	0.77	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_SG8-41
BGG_POSDC	NODE_107572_length_4017_cov_9.0	34008	species	Flavitalea sp014379345	5	5	5	1.0	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Flavitalea;s_Flavitalea sp014379345
BGG_KOSDC	NODE_43482_length_5843_cov_14.5	15282	genus	Hyphomicrobium A	9	9	8	0.89	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium A
BGG_KOSDC	NODE_49457_length_5468_cov_7.2	1572	family	Chitinophagaceae	3	3	2	0.67	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae
BGG_KOSDC	NODE_54876_length_5182_cov_20.3	2	superkingdom	Bacteria	6	5	5	1.0	d_Bacteria
BGG_KOSDC	NODE_59750_length_4955_cov_13.0	71843	species	PALSA-894 sp005884685	8	8	5	0.66	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_PALSA-894;s_PALSA-894 sp005884685
BGG_KOSDC	NODE_66360_length_4693_cov_13.0	41627	species	JACMKK01 sp014380115	4	4	3	0.75	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Xanthomonadales;f_Xanthomonadaceae;g_JACMKK01;s_JACMKK01 sp014380115
BGG_KOSDC	NODE_72639_length_4478_cov_5.3	949	class	Thermoleophilia	5	4	3	0.98	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia
BGG_KOSDC	NODE_78388_length_4306_cov_9.4	2	superkingdom	Bacteria	6	6	4	0.67	d_Bacteria
BGG_KOSDC	NODE_87487_length_4070_cov_6.6	73	genus	Pseudomonas E	6	5	2	0.64	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudomonadaceae;g_Pseudomonas E
BGG_KOSDC	NODE_94945_length_3900_cov_8.5	51031	genus	CADEFD01	8	8	4	0.78	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales;f_UBA2999;g_CADEFD01
BGG_KOSDC	NODE_105159_length_3702_cov_7.0	72994	species	JACVRR01 sp014534345	2	2	1	0.5	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Gaiellales;f_Gaiellaceae;g_JACVRR01;s_JACVRR01 sp014534345
BGG_LOSDA	NODE_57112_length_3979_cov_11.8	6912	order	Vicinamibacterales	4	4	4	1.0	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_LOSDA	NODE_71793_length_3409_cov_160.2	3499	genus	Methyloceanibacter	7	7	5	0.98	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_BOSW	NODE_52_length_322414_cov_60.5	22112	species	JADKGY01 sp016721905	293	279	148	0.55	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JADKGY01;s_JADKGY01 sp016721905
BGG_BOSW	NODE_315_length_121615_cov_14.3	1931	species	JADJLQ01 sp016709995	111	102	48	0.55	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Saprospiraceae;g_JADJLQ01;s_JADJLQ01 sp016709995
BGG_BOSW	NODE_656_length_73363_cov_12.6	16181	order	UBA2361	62	57	28	0.52	d_Bacteria;p_Bdellovibrionota C;c_UBA2361;o_UBA2361
BGG_BOSW	NODE_1381_length_44747_cov_9.7	773	family	Sphingobacteriaceae	42	38	34	0.91	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae
BGG_BOSW	NODE_2259_length_30706_cov_9.1	2704	order	Pirellulales	25	23	15	0.65	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales
BGG_BOSW	NODE_3656_length_21051_cov_11.8	62458	species	Agriterribacter humi	23	23	18	0.93	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Chitinophagales;f_Chitinophagaceae;g_Agriterribacter;s_Agriterribacter humi
BGG_BOSW	NODE_5615_length_15176_cov_52.8	23	phylum	Actinobacteriota	12	11	8	0.7	d_Bacteria;p_Actinobacteriota
BGG_BOSW	NODE_7812_length_11970_cov_14.1	163	phylum	Bacteroidota	4	4	3	0.98	d_Bacteria;p_Bacteroidota
BGG_BOSW	NODE_17115_length_6599_cov_11.8	46	order	Burkholderiales	10	8	7	0.81	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
BGG_BOSW	NODE_22236_length_5390_cov_6.1	72858	species	JACMLX01 sp014377535	6	5	5	1.0	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_Gemmatimonadaceae;g_JACMLX01;s_JACMLX01 sp014377535
BGG_BOSW	NODE_30162_length_4263_cov_6.5	184	family	Rhizobiaceae	6	6	4	0.96	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Rhizobiaceae
BGG_BOSW	NODE_39841_length_3450_cov_11.8	41607	genus	Noviherbaspirillum A	7	7	5	0.79	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_Noviherbaspirillum A
BGG_POSDC	NODE_41_length_108963_cov_27.2	949	class	Thermoleophilia	95	81	40	0.51	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia
BGG_POSDC	NODE_710_length_43918_cov_18.5	33244	species	JACCUZ01 sp013698395	51	49	37	0.83	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_JACCUZ01;f_JACCUZ01;g_JACCUZ01;s_JACCUZ01 sp013698395
BGG_POSDC	NODE_1489_length_32511_cov_19.8	2	superkingdom	Bacteria	29	26	16	0.55	d_Bacteria
BGG_POSDC	NODE_2385_length_27127_cov_12.9	39910	species	AC-14 sp005888325	23	23	21	0.91	d_Bacteria;p_Actinobacteriota;c_Acidimicrobiia;o_Acidimicrobiales;f_AC-14;g_AC-14;s_AC-14 sp005888325
BGG_POSDC	NODE_3721_length_22315_cov_15.6	5930	family	UBA10450	22	21	16	0.75	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_POSDC	NODE_5260_length_19146_cov_22.2	1996	family	SG8-41	22	19	13	0.67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_SG8-41
BGG_ROSDA	NODE_78472_length_3313_cov_8.9	23	phylum	Actinobacteriota	5	5	3	0.73	d_Bacteria;p_Actinobacteriota
BGG_LOSDA	NODE_162_length_120081_cov_107.5	1243	family	Pseudopelobacteraceae	132	127	63	0.59	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Pseudopelobacteraceae
BGG_LOSDA	NODE_963_length_52356_cov_20.6	2737	class	Phycisphaerae	42	39	26	0.68	d_Bacteria;p_Planctomycetota;c_Phycisphaerae
BGG_LOSDA	NODE_2151_length_32897_cov_13.0	20263	family	UBA2185	37	35	20	0.63	d_Bacteria;p_Desulfobacterota;c_Syntrophia;o_Syntrophales;f_UBA2185
BGG_LOSDA	NODE_4420_length_20791_cov_21.6	951	family	Solirubrobacteraceae	23	19	6	0.58	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae
BGG_LOSDA	NODE_6831_length_15859_cov_15.4	2	superkingdom	Bacteria	12	11	11	1.0	d_Bacteria
BGG_LOSDA	NODE_10660_length_11987_cov_26.7	1760	family	Nitrospiraceae	12	12	10	0.89	d_Bacteria;p_Nitrospirota;c_Nitrospiria;o_Nitrospirales;f_Nitrospiraceae
BGG_LOSDA	NODE_15058_length_9607_cov_17.0	8415	order	4484-171	8	7	4	0.57	d_Bacteria;p_Omnitrophota;c_Koll11;o_4484-171
BGG_LOSDA	NODE_19673_length_8106_cov_104.8	2	superkingdom	Bacteria	8	7	7	1.0	d_Bacteria
BGG_LOSDA	NODE_25490_length_6839_cov_261.2	83520	family	Nitrososphaeraceae	6	5	4	0.75	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae
BGG_MOSDA	NODE_49005_length_5989_cov_18.7	33018	genus	Solirubrobacter	6	4	2	0.5	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae;g_Solirubrobacter
BGG_MOSDA	NODE_56428_length_5522_cov_10.3	5930	family	UBA10450	7	7	7	1.0	d_Bacteria;p_Verrucomicrobiota;c_Verrucomicrobiae;o_Chthoniobacterales;f_UBA10450
BGG_MOSDA	NODE_62996_length_5187_cov_22.8	951	family	Solirubrobacteraceae	7	4	3	0.75	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae
BGG_MOSDA	NODE_69615_length_4899_cov_16.0	82620	species	Solirubrobacter soli	8	8	4	0.65	d_Bacteria;p_Actinobacteriota;c_Thermoleophilia;o_Solirubrobacterales;f_Solirubrobacteraceae;g_Solirubrobacter;s_Solirubrobacter soli
BGG_MOSDA	NODE_77994_length_4590_cov_40.4	3489	genus	Clostridium AD	7	7	5	0.79	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium AD
BGG_MOSDA	NODE_85354_length_4361_cov_61.0	3499	genus	Methyloceanibacter	7	7	7	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Methyloligellaceae;g_Methyloceanibacter
BGG_MOSDA	NODE_92655_length_4162_cov_62.7	16725	genus	Aestuariivirga	6	6	5	0.83	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Aestuariivirgaceae;g_Aestuariivirga
BGG_MOSDA	NODE_100770_length_3966_cov_14.1	1373	family	Xanthobacteraceae	4	3	3	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae
BGG_MOSDA	NODE_108661_length_3801_cov_7.1	183	order	Rhizobiales	6	6	4	0.6	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales
BGG_MOSDA	NODE_117389_length_3636_cov_6.8	79575	species	JADGRB01 sp017881315	4	4	3	0.97	d_Bacteria;p_Myxococcota;c_Polyangia;o_Palsa-1104 A;f_Fen-1088;g_JADGRB01;s_JADGRB01 sp017881315
BGG_ROSDA	NODE_48485_length_4516_cov_45.2	87144	genus	TH1177	4	4	2	0.5	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH1177
BGG_ROSDA	NODE_61136_length_3884_cov_22.5	86130	genus	TH5896	2	2	2	1.0	d_Archaea;p_Thermoproteota;c_Nitrososphaeria;o_Nitrososphaerales;f_Nitrososphaeraceae;g_TH5896
BGG_ROSDA	NODE_77471_length_3340_cov_13.6	1	no rank	root	2	2	2	1.0	-_root
BGG_LOSDA	NODE_125_length_133039_cov_105.2	1244	genus	JACRCG01	137	133	63	0.52	d_Bacteria;p_Desulfobacterota;c_Desulfuromonadia;o_Geobacterales;f_Pseudopelobacteraceae;g_JACRCG01
BGG_LOSDA	NODE_876_length_54979_cov_240.3	73010	species	RBG-16-66-30 sp014894455	68	65	46	0.78	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30;s_RBG-16-66-30 sp014894455
BGG_LOSDA	NODE_2040_length_33977_cov_67.0	2737	class	Phycisphaerae	24	22	13	0.61	d_Bacteria;p_Planctomycetota;c_Phycisphaerae
BGG_LOSDA	NODE_4189_length_21447_cov_31.5	6912	order	Vicinamibacterales	20	19	11	0.6	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_LOSDA	NODE_6741_length_15982_cov_14.3	8989	family	Parachlamydiaceae	18	17	13	0.81	d_Bacteria;p_Chlamydiota;c_Chlamydiia;o_Chlamydiales;f_Parachlamydiaceae
BGG_LOSDA	NODE_10379_length_12198_cov_37.5	6912	order	Vicinamibacterales	9	9	6	0.75	d_Bacteria;p_Acidobacteriota;c_Vicinamibacteria;o_Vicinamibacterales
BGG_LOSDA	NODE_14827_length_9696_cov_13.8	2737	class	Phycisphaerae	8	8	4	0.57	d_Bacteria;p_Planctomycetota;c_Phycisphaerae
BGG_MOSDA	NODE_30426_length_7838_cov_8.1	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
BGG_MOSDA	NODE_34948_length_7263_cov_12.7	2704	order	Pirellulales	7	7	6	0.86	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales
BGG_MOSDA	NODE_39419_length_6787_cov_17.0	23	phylum	Actinobacteriota	9	6	4	0.98	d_Bacteria;p_Actinobacteriota
BGG_MOSDA	NODE_43399_length_6423_cov_8.9	15179	family	Hyphomicrobiaceae	4	3	2	1.0	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae
BGG_MOSDA	NODE_48294_length_6042_cov_20.0	24	class	Actinomycetia	14	14	10	0.71	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
BGG_MOSDA	NODE_55478_length_5576_cov_25.5	4538	order	AKYH767	8	8	5	0.71	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_AKYH767
BGG_MOSDA	NODE_62298_length_5220_cov_16.7	4	class	Gammaproteobacteria	4	4	2	0.5	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
BGG_MOSDA	NODE_68934_length_4929_cov_39.2	50965	species	JACDDX01 sp013813435	8	7	6	0.99	d_Bacteria;p_Gemmatimonadota;c_Gemmatimonadetes;o_Gemmatimonadales;f_GWC2-71-9;g_JACDDX01;s_JACDDX01 sp013813435
BGG_MOSDA	NODE_76773_length_4632_cov_13.0	48260	species	Daejeonella soli	7	6	3	0.59	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Sphingobacteriales;f_Sphingobacteriaceae;g_Daejeonella;s_Daejeonella soli
BGG_MOSDA	NODE_84646_length_4382_cov_23.8	8231	genus	Devosia	5	5	4	0.8	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Devosiaceae;g_Devosia
BGG_ROSDA	NODE_78312_length_3317_cov_10.2	68304	species	DSXZ01 sp011367735	3	3	3	1.0	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
BGG_LOSDA	NODE_147_length_125157_cov_142.6	4609	genus	Cryosericum	162	158	133	0.94	d_Bacteria;p_Caldisericota;c_Caldisericia;o_Cryosericales;f_Cryosericaceae;g_Cryosericum
BGG_LOSDA	NODE_955_length_52586_cov_25.3	48915	species	GWB2-37-7 sp001797185	57	56	36	0.63	d_Bacteria;p_Firmicutes A;c_Clostridia;o_Lutisporales;f_Lutisporaceae;g_GWB2-37-7;s_GWB2-37-7 sp001797185
